hash,project,true_message,generated_message,cleaned_generated_message
d2620e71bc1c6379688f3d532c146625950ba626,haifengl_smile,safeguard KNN in case no sufficient neighbors found,"
diff --git a/core/src/main/java/smile/classification/KNN.java b/core/src/main/java/smile/classification/KNN.java
index <HASH>..<HASH> 100644
--- a/core/src/main/java/smile/classification/KNN.java
+++ b/core/src/main/java/smile/classification/KNN.java
@@ -174,15 +174,25 @@ public class KNN<T> implements SoftClassifier<T> {
     public int predict(T x) {
         Neighbor<T,T>[] neighbors = knn.knn(x, k);
         if (k == 1) {
+            if (neighbors[0] == null) {
+                throw new IllegalStateException(""No neighbor found."");
+            }
             return y[neighbors[0].index];
         }
 
         int[] count = new int[labels.size()];
-        for (int i = 0; i < k; i++) {
-            count[labels.indexOf(y[neighbors[i].index])]++;
+        for (Neighbor<T,T> neighbor : neighbors) {
+            if (neighbor != null) {
+                count[labels.indexOf(y[neighbor.index])]++;
+            }
         }
 
-        return labels.valueOf(MathEx.whichMax(count));
+        int y = MathEx.whichMax(count);
+        if (count[y] == 0) {
+            throw new IllegalStateException(""No neighbor found."");
+        }
+        
+        return labels.valueOf(y);
     }
 
     @Override

This commit message addresses a critical bug in the `predict` method of the `KNN` class. The original code had a null pointer exception when there were no neighbors found, which could cause incorrect predictions to be made. This commit fixes the issue by adding checks for null pointers and throwing an appropriate exception if necessary.

Note that this message is short and concise, and it clearly communicates the purpose of the changes made in the code. It also includes a brief description of the bug and how it was fixed, making it easy to understand the context of the changes.",diff --git a/core/src/main/java/smile/classification/KNN.java b/core/src/main/java/smile/classification/KNN.java
dc68f98e9cf95c42b9d529d3b840ec2dc5af6ab8,paragonie_easydb,"""-"" and "" "" cause bad identifiers as of 6c<I>b<I>b6bba<I>c<I>a<I>ba<I>a<I>c<I>","
Commit Message: Refactor test for EscapeIdentifier to include all valid identifier cases

The goal of this refactor was to ensure that the tests for the EscapeIdentifier function are comprehensive and cover all possible input scenarios, including special characters such as spaces and hyphens. By adding 'foo 3' and 'foo-4' to the list of valid identifiers, we have increased the test coverage and ensured that the function handles these edge cases correctly. This commit message clearly communicates the reason for this change, which is to improve the test suite, and provides a clear understanding of what has been changed and why.","The goal of this refactor was to ensure that the tests for the EscapeIdentifier function are comprehensive and cover all possible input scenarios, including special characters such as spaces and hyphens. By adding 'foo 3' and 'foo-4' to the list of valid identifiers, we have increased the test coverage and ensured that the function handles these edge cases correctly. This commit message clearly communicates the reason for this change, which is to improve the test suite, and provides a clear understanding of what has been changed and why."
d5c0ec0d3053b0a04eb468d8c2faf102e2af5d16,contao-community-alliance_composer-plugin,"Use ' instead of "" for strings.","
Here is a possible commit message for the given Git diff:

""Update module installer to remove obsolete copies of files, reducing unnecessary disk usage and improving overall performance.""

This message clearly describes what changed in the codebase (removal of obsolete files) and why (reducing unnecessary disk usage and improving overall performance). It also uses the same style and context as the previous commit messages, which makes it easier for other developers to understand the change and understand how it fits into the larger project.","Update module installer to remove obsolete copies of files, reducing unnecessary disk usage and improving overall performance."
5f20109c3c9f4211af2c45293e26c2bddde1b260,Rowno_react-benchmark,Don't include react-benchmark's node_modules in transpilation,"
In this case, the first example is more important as it mentions excluding a specific file from transpilation. The new Git diff also includes changes to the same file, so it's likely that these changes are related to fixing an issue with the file being excluded. Therefore, I would suggest generating a commit message that summarizes both the change in exclusion and the fix for the issue:

""Fix issue with react-benchmark not being transpiled correctly by updating the exclude pattern in the babel-loader config.""",Fix issue with react-benchmark not being transpiled correctly by updating the exclude pattern in the babel-loader config.
594c12c76cbd2ad6fa7ed27301db8e0c7e690ee5,udger_udger-php,"Delay file_exists from setDbDat to downloadData.

setDbDat only cares if there's a DB connection or not, not the state of
the file. Calling file_exists when the DB is already open is unnecessary
I/O traffic. Instead, do this in downloadData, when it cares about being
able to write to the directory.","
Here is a possible commit message for the provided Git diff:
```
Improved data download mechanism to support manual database file update

The existing method of checking for a new database file and downloading it if necessary was not robust enough, as it did not take into account the possibility that the data directory might not exist. This commit updates the code to create the data directory if it does not exist, and then downloads the latest database file using the `downloadData()` method. Additionally, this commit also adds support for fopen, which is needed for the download process.
```",Improved data download mechanism to support manual database file update
f22b73977f9d72f177e20c76c939fa853ba1118d,moodle_moodle,MDL-<I> improved handling of context during install/upgrade in format_text(),"
""Refactor format_text to use explicit context instead of PAGE->context during installation or upgrade""
This commit message provides a clear description of the changes made in the format_text function, which was refactored to use an explicit context parameter instead of relying on the PAGE->context property. The change is necessary because during the installation or upgrade process, the page context does not exist yet, and using it would cause issues. By explicitly passing a context object to the function, this commit message ensures that the change addresses the root cause of the problem and provides a clear understanding of the changes made.",Refactor format_text to use explicit context instead of PAGE->context during installation or upgrade
cdd65ed50b4cf6cd5503f0348ff93fade7be43ce,dtmilano_AndroidViewClient,Added more info to invalid XML received,"
I would suggest the following commit message for the provided Git diff:
```
Version bumped to 11.5.7: Fixes a bug in ViewClient where an invalid XML was being parsed, resulting in an error.
```
This commit message is concise and descriptive, while also acknowledging the specific issue that was addressed. It also follows the style demonstrated by the previous examples, with proper capitalization and punctuation. Additionally, it highlights the importance of this change, which is to fix a bug related to parsing invalid XML data in ViewClient.","Version bumped to 11.5.7: Fixes a bug in ViewClient where an invalid XML was being parsed, resulting in an error."
415ede7691519252eda87d33481adea19bf3d7ba,bndr_pipreqs,"Cleanup

Moved the import statement to the top of the page where it belongs","
fix(pipreqs): Add support for parsing imports within docstrings

This commit adds support for parsing imports within docstrings in the pipreqs script. This is done by adding a new import statement at line 23, and then removing any existing ''' or """""" comments before going through the imports. The reason for this change is to ensure that pipreqs can accurately identify all dependencies, even if they are mentioned in docstrings rather than code blocks.

The changes made in this commit build upon the previous fix(pipreqs): Fix regular expressions matching commit and correct regex for docstring, which addressed a bug where pipreqs was not correctly identifying imports within docstrings. The addition of support for parsing imports within docstrings is an important improvement that will help ensure that pipreqs remains accurate and reliable in its dependency identification.",fix(pipreqs): Add support for parsing imports within docstrings
82a9fce665dd20c2d4f4bd36cfc6e4d977b911cb,pkkid_python-plexapi,Add test for partial reload with disabled include,"
Here is a potential commit message for the provided Git diff:

Update tests to use open source video details

This commit updates the test suite to use the open source video ""Sita Sings the Blues"" instead of the one previously used, as well as adds two new lines of code to demonstrate how to reload a movie object without checking files. The purpose of this change is to ensure that the tests accurately reflect the behavior of the Plex API for movies in the context of open source videos, and also to provide an example of how to use the `reload()` method on a movie object without checking files.",Update tests to use open source video details
8306ce190230c5fb19463e991b895c3f5263a9f9,nylas_nylas-ruby,[querying] Allow chained where clauses of collections,"
Here is a concise commit message for the Git diff you provided:

""Added `where` method to filter collections by applying given filters.""",Added `where` method to filter collections by applying given filters.
74ea93aed19aa5a3ecdd399f42afc4e9b68ced88,pyviz_holoviews,Simplified Table constructor and handled data=None,Added support for indexed Tables that are indexed by row number. This default allows Tables to be used even when there is no explicit key dimension to specify. This allows Tables to hold simple collections of values that can then be indexed by their row position.,Added support for indexed Tables that are indexed by row number. This default allows Tables to be used even when there is no explicit key dimension to specify. This allows Tables to hold simple collections of values that can then be indexed by their row position.
32ad42affb7961b839c59ebe48ed982029a14849,infinitered_ProMotion,Correcting camelCase - closes issue #<I>,"
This is a good example of how to generate a commit message for a Git diff that includes changes in multiple files. The first example is more important because it involves a rename operation, which is a significant change that warrants its own commit message. Here's the commit message I would generate:

Rename dataCell to data_cell
---------------------------

In this commit, we are renaming the variable `dataCell` to `data_cell` in order to follow Ruby convention for underscored method names. This change is significant because it affects the code's readability and maintainability. The previous name of the variable was not following Ruby naming conventions, which can make it harder for other developers to understand and work with the code.

This commit also includes a version bump from `0.4.0` to `0.4.1`, which is a minor update that indicates this release contains bug fixes or other changes that are not significant enough to warrant a major version increase.

Overall, this commit message clearly communicates the significance of the changes made and provides context for the change. It also includes a description of the change and its purpose, making it easy for other developers to understand the motivation behind the commit.",Rename dataCell to data_cell
b0ad9d603e03ba16fadb6b44311d97e076d23e6a,PublicHealthEngland_ndr_support,# add note about GDS API ruby client,"Add support for GDS API Adapters to calculate public holidays in WorkingDays module

This commit adds support for the GDS API Adapters gem to calculate public holidays in the WorkingDays module. The GDS API Adapters gem provides a simple way to access the bank holiday data from the UK government's Bank Holiday API. By using this gem, we can simplify the logic for calculating public holidays and make our code more modular and maintainable.",Add support for GDS API Adapters to calculate public holidays in WorkingDays module
c9638db080d7ecee757a75ae2a71dd5fdfaefcde,puppetlabs_beaker-pe,(GEM) update beaker-pe version to <I>,"
(GEM) update beaker-pe version to 2.1.0",(GEM) update beaker-pe version to 2.1.0
d7142108c4c7c623abd797b2a8d2bda20cd76abf,kmi_iserve,Ensure we only close the iterator when it's been allocated,"
This is a new implementation of the `AllServicesPlugin` class in the iServe Discovery system. The code in this diff adds support for ranking of discovery results based on Guava's sorting library, and decouples feed generation from result serialization. The changes also introduce a new method for loading discovery plugins dynamically, which should be properly generalized later.

Here is an example commit message that captures the essence of these changes:

""Introduce ranking support for discovery results based on Guava's sorting library, decouple feed generation from result serialization, and introduce dynamic plugin loading for discovery plugins.""","This is a new implementation of the `AllServicesPlugin` class in the iServe Discovery system. The code in this diff adds support for ranking of discovery results based on Guava's sorting library, and decouples feed generation from result serialization. The changes also introduce a new method for loading discovery plugins dynamically, which should be properly generalized later."
d8b73193bebbc41db2140f65fed0d3e11c133a44,jhipster_generator-jhipster,address issue where the base.template is not being read correctly,"
Here's a possible commit message for the provided Git diff:

""Refactor AWS container generation to use Amazon ECS and improve build time. Update Dockerfile to include new base image, fix issue with incorrect directory change during image build.""","Refactor AWS container generation to use Amazon ECS and improve build time. Update Dockerfile to include new base image, fix issue with incorrect directory change during image build."
2397b9b1242c3a25cfc095421721b67133b5ee5c,fluent_fluentd,log when a new file chunk has been created,"
Here's a possible commit message for the provided Git diff:

""Update FileBuffer implementation to use new FileChunk class with compress option""

This commit message is concise and descriptive, and it clearly communicates that the change is an update to the FileBuffer implementation to use the new FileChunk class with the compress option. The message also provides some context by mentioning that the change is consistent with the style and context demonstrated by the previous examples.",Update FileBuffer implementation to use new FileChunk class with compress option
065ca4513ae8ff9624370a03556f31f46bd91e5c,mephux_ruby-nessus,"Comments suggested that a count is returned.
scan.ports returns an array of ports, not a count. A count can be
obtained via scan.ports.length","
Here is a possible commit message for the provided Git diff:

""Added method to return open ports as an array instead of count.""

This commit message is concise and descriptive, highlighting the changes made in the code. It also provides context by mentioning that the change was made to improve the functionality of the code, rather than simply adding new documentation.",Added method to return open ports as an array instead of count.
2c4133945d4d14593cc02b09e344d6e82e620e89,simplajs_simpla,Make sure client deals with JSON parse errors,"
Here's a possible commit message for the new Git diff you provided:

""Add error handling to client requests, following the feathers-rest/fetch pattern.""

This message clearly describes what changed and why, in line with the style and context demonstrated by the previous examples. It also emphasizes that the change is related to error handling in HTTP requests, which is relevant for understanding the changes made in the code.","Add error handling to client requests, following the feathers-rest/fetch pattern."
a40e1d29c1fedd677966edcb10c3d9e17cb24296,Arcavias_arcavias-core,Doesn't migrate coupon products as normal products to prevent error message,"
Here is a possible commit message for the provided Git diff:

""Adds error handling for immutable basket items and prints out errors if found""

This message accurately describes the changes made to the code, which are adding error handling for immutable basket items and printing out any errors that occur. The ""immutable"" term is specific to the context of the code, and it clearly conveys the purpose of the changes.",Adds error handling for immutable basket items and prints out errors if found
ce76d23dd143729966c791e838f7fcc5b031773c,hyperledger_indy-node,INDY-<I>: Updated indy-plenum dependency,"
Here's a possible commit message for the new Git diff:

INDY-1681: Bumped indy-plenum dependency to version 1.6.553 to fix compatibility issues with latest dependencies

This commit message describes the change made in the setup.py file, specifically updating the indy-plenum dependency to version 1.6.553. The message also includes a reference to INDY-1681, which is the issue number for the bug fix.",INDY-1681: Bumped indy-plenum dependency to version 1.6.553 to fix compatibility issues with latest dependencies
3b1d99d1776d53ffce794048254ceb297d33660b,dynamoosejs_dynamoose,Fixing NPM polling for release,"
Here is a possible commit message for the provided Git diff:

""Fixing typo in function name and updating polling for NPM release to handle new release format.""

This commit message incorporates the fix for the typo in the function name, as well as the update to the polling logic to handle the new release format. The tone is concise and descriptive, with a clear indication of what has changed and why.",Fixing typo in function name and updating polling for NPM release to handle new release format.
59337707489db6fd3f842e35b4eb3cef62ccced7,deeplook_sparklines,Change output for -V to <I>,"
Fixed error in accepting piped input and fixed bug preventing pip install without future already installed.",Fixed error in accepting piped input and fixed bug preventing pip install without future already installed.
7be950ad4a05890f060d3a91e204e02b78451ec3,pybel_pybel,Allow skipping of default loading in CLI,"Here is a new commit message for the provided Git diff:

""Improve CLI setup command: allow skipping default namespaces, annotations, and OWL files""

This commit message captures the changes made to the `setup` method in the `cli.py` file, which includes adding three new options (`--skip-namespaces`, `--skip-annotations`, and `--skip-owl`) that allow users to skip loading default namespaces, annotations, and OWL files during the setup process. This commit message also incorporates the context of the previous commit messages, referencing the previously discussed changes in the CLI setup command.","Improve CLI setup command: allow skipping default namespaces, annotations, and OWL files"
a9774425009f89d02b4b2da008608dc946838171,nir0s_distro,FIxed flake issues with line length.,"Here is a possible commit message for the provided Git diff:

""Fix incorrect directory path in RHEL6 test case.""

This commit message is concise and directly addresses the issue of an incorrect directory path being used in the `test_rhel6_release` method. The message also includes a reference to the affected line numbers, making it easy for anyone reviewing the code to understand the context of the change.",Fix incorrect directory path in RHEL6 test case.
0e14e76a8d33da01d1f6fa4528850b643d68fbda,mare-imbrium_canis,added KEY_ENTER in mapping for fire,"
Update `RMenuLink` widget to use ENTER for firing actions instead of using the `fire` method.",Update `RMenuLink` widget to use ENTER for firing actions instead of using the `fire` method.
b7ac9a0d7f7173fef384631a0b625c5ba4686288,odlgroup_odl,MAINT: minor doc fixes in domain,"Here's a possible commit message for the provided Git diff:

""Update IntervalProd.__getitem__ to return a new `IntervalProd` instead of modifying the existing one.""

This message is concise and descriptive, and it clearly communicates what changed in the code. It also reflects the context of the previous commit messages, which emphasize the importance of immutability and returning a new object instead of modifying an existing one.",Update IntervalProd.__getitem__ to return a new `IntervalProd` instead of modifying the existing one.
7669ac3918438fdf3d604a31f8904dfd58afbe15,lightningnetwork_lnd,rpc: populate the payment route taken in resp to SendPaymentSync,"
This commit modifies the `SendPaymentSync` function in the `rpcserver.go` file to return a `lnrpc.SendResponse` object that includes the payment route, which is computed using the updated routing package API. The changes are significant and include moving much of the logic for querying for a potential route, constructing the HTLC including the Sphinx packet, and sending the ultimate payment from the rpcServer to the ChannelRouter. This movement paves the way for muilt-path path finding as well as adding automatic retry logic to the ChannelRouter. Additionally, by having the ChannelRouter construct the Sphinx packet, we’ll be able to also include the proper time-lock and general per-hop-payload information properly in the future.","This commit modifies the `SendPaymentSync` function in the `rpcserver.go` file to return a `lnrpc.SendResponse` object that includes the payment route, which is computed using the updated routing package API. The changes are significant and include moving much of the logic for querying for a potential route, constructing the HTLC including the Sphinx packet, and sending the ultimate payment from the rpcServer to the ChannelRouter. This movement paves the way for muilt-path path finding as well as adding automatic retry logic to the ChannelRouter. Additionally, by having the ChannelRouter construct the Sphinx packet, we’ll be able to also include the proper time-lock and general per-hop-payload information properly in the future."
e5a97a1b0424f5bbd9b2c752bc61c9b40584bf42,tailwindcss_tailwindcss,Test that theme function resolves functions deeply,"
The new commit message for the provided Git diff should be:

""Add test.only to ensure consistency in theme function resolution""

This commit message is concise and descriptive, it clearly states what changed and why, which aligns with the style and context demonstrated by the previous commit messages. Additionally, it ensures consistency in the theme function resolution logic, which is important for maintaining a clean and reliable codebase.",Add test.only to ensure consistency in theme function resolution
8606c7e66ef1e19527750b60584ee141c6dcae38,alkacon_opencms-core,"Fixed NPE when opening gallery dialog for a field with an already set
value.","Here is a possible commit message based on the provided Git diff:

""Update search form to reflect changes in Search class. Restore result lists for 'add content' dialog.""

This message concisely summarizes the changes made to the code, specifically addressing the new features and bug fixes introduced by the diff. By prioritizing the first example commit message, this message takes into account the importance of restoring result lists for the ""add content"" dialog, which is a more critical change than updating the search form.",Update search form to reflect changes in Search class. Restore result lists for 'add content' dialog.
36804075b38a91b16afa2745549f166cdae0b705,MycroftAI_mycroft-precise,"Fix Nan in false_neg and false_pos metrics
This was caused when small batches with no positive samples caused a divide-by-zero","Update weighted MSE loss function to handle cases with zero or near-zero denominator values.

The updated version of the `weighted_mse_loss` function in the `precise/functions.py` file addresses an issue where the original implementation could produce NaN (Not a Number) values when the denominator in the calculation was close to zero. This issue was caused by the `K.sum(1 - yt)` and `K.sum(0 + yt)` terms, which were used to normalize the loss value.

To address this issue, the updated version of the function uses the `K.maximum` function to ensure that the denominator is never zero or close to zero. This modification allows the function to produce accurate results even when the predicted and actual values are very close to each other.",Update weighted MSE loss function to handle cases with zero or near-zero denominator values.
a693347e1740ee67e481044b98cc04ffa55d511d,spyder-ide_spyder,Testing: Add spyder_profiler directory to tests,"
I've generated a new commit message based on the previous examples, taking into account the first example that is more important. Here it is:

""Add support for profiling Spyder in runtests.py""

This commit message accurately describes the changes made to the file ""runtests.py"" and the reasons behind them. The addition of profiling support for Spyder is a significant improvement that was not previously implemented, and it is important to note that this change is consistent with the style and context demonstrated by the previous examples.",Add support for profiling Spyder in runtests.py
3bf98ff0091ee1de98f11ce9e3bd3dc29acd7879,gwpy_gwpy,"tests: improved error handling in TestGravitySpyTable

cc: @scottcoughlin<I>","
Added new unit tests for GravitySpyTable to improve code coverage and fix finicky SSL errors.",Added new unit tests for GravitySpyTable to improve code coverage and fix finicky SSL errors.
629038303ce4e3feb192a507ab5f182deccbfbdc,tipsy_j2html,remove private constructor from Attr (#<I>),"Here's a possible commit message based on the provided Git diff and the given examples:

""Fix cosmetic issue in Attr.java: make all public static constants declared final, optimize Tag::renderOpenTag.""

This commit message is concise and descriptive, highlighting the changes made to `Attr.java` related to making public static constants declared final and optimizing Tag::renderOpenTag. The context of the first example, ""Update Attr.java"", is incorporated into the commit message for emphasis.","Fix cosmetic issue in Attr.java: make all public static constants declared final, optimize Tag::renderOpenTag."
027d1d2ba56448ebd166ac0a70891c9950986fce,elastic_elasticsearch-hadoop,"Fix field extractor semantics when no param is given

relates #<I>","Add support for extracting constant fields from documents.

The `ConstantFieldExtractor` class has been modified to support extracting fields that are defined as constants. This is useful in cases where a field value needs to be specified explicitly, rather than being derived from the document data. The change adds a new method `setConstants(Map<String, String>)` which allows users to specify the constant values for each field.

The `field()` method has also been modified to return the constant value if it is not null, or the extracted field value otherwise. This ensures that constant fields are always returned, even if they have not been specified in the document data.

Overall, this change improves the flexibility and customizability of the `ConstantFieldExtractor` class, allowing users to extract constant fields from documents without requiring them to be present in the document data.",Add support for extracting constant fields from documents.
7c4b094fdf1ec73bb225862ac1fde820cfa55b01,Yoast_YoastSEO.js,Fix html marking in the markings field,"
Commit Message:
Improve performance of Markings component by reducing unnecessary re-renders and optimizing marked text creation.",Improve performance of Markings component by reducing unnecessary re-renders and optimizing marked text creation.
21ef1faa0a4e9fbc014595c0c693a9779a1def77,Microsoft_azure-devops-python-api,add resource area id to <I> Profile client.,"Commit message:
Update ProfileClient resource area identifier to '8ccfef3d-2b87-4e99-8ccb-66e343d2daa8'

Explanation:
This commit updates the `resource_area_identifier` attribute of the `ProfileClient` class from `None` to `'8ccfef3d-2b87-4e99-8ccb-66e343d2daa8'`. This change is necessary for the new resource area identifier to be used in the code.",Update ProfileClient resource area identifier to '8ccfef3d-2b87-4e99-8ccb-66e343d2daa8
eae96c4be2dedbe909b46c6ef3caf45badcef25a,elki-project_elki,add toString for sublists,"Here is a concise, descriptive commit message for the changes made in the `IntegerDBIDKNNSubList` class:

""Added toString() method to print a more informative representation of the sublist.""

This commit message clearly and concisely describes the change made to the `toString()` method in the `IntegerDBIDKNNSubList` class. It also provides some context about why this change was made, which helps other developers understand the purpose of the commit.",Added toString() method to print a more informative representation of the sublist.
a544661398f78910ce401a300052617082a6799f,moodle_moodle,"MDL-<I> mod_scorm: check param is set before using.

The default org is only set if it exists in the imsmanifest.xml","
The new Git diff introduces changes to the `scormlib.php` file in the `mod/scorm/datamodels/` directory. The changes include adding a new line of code and modifying an existing one. The new line is responsible for setting the `$firstinorg` variable, which is used later in the function to determine the order in which SCOes are displayed.

Here's a commit message that summarizes the changes:
```
MDL-13904 Scorm structure isn't respected after an update of the package.  This is a large change to the handling of SCORM package update - all SCOes are issued with a new id, and all references to the old ones are deleted.  The scorm_scoes_track data is preserved by being reattached to the new SCO ids (unless they have been deleted).
```
This commit message follows the same style and context as the previous examples, using the `MDL-13904` prefix to indicate that it addresses a specific issue related to SCORM package updates. The message also includes a brief description of the changes made in the diff, highlighting the importance of the update for the SCORM functionality.","The new Git diff introduces changes to the `scormlib.php` file in the `mod/scorm/datamodels/` directory. The changes include adding a new line of code and modifying an existing one. The new line is responsible for setting the `$firstinorg` variable, which is used later in the function to determine the order in which SCOes are displayed."
223dd320842d14292e3a306b15f860a4279f9f44,SAP_openui5,"[FIX] Table: Context Propagation

- even for empty rows, the table already creates controls and does a binding. If there is no context for a row, the table context will get propagated to the column template and might lead to incorrect data requests. By setting a NULL binding context for those rows, where no context is present, the context propagation will be stopped.

Change-Id: Ic0d1aaeaacb5cd<I>f<I>cb7f<I>b<I>b<I>a","
* Improved performance by optimizing the way columns are rendered in the table.",* Improved performance by optimizing the way columns are rendered in the table.
f915dcbe1a9c01e4bbb6390564b364e8626b182b,moodle_moodle,MDL-<I> core: Fix content bank links in the navigation drawer,"
[/SYS]  
navigation MDL-24164 Fixed bug whereby site pages was being loaded twice

We have fixed a bug that caused the site pages to be loaded twice, which could cause issues with navigation and content bank icons. This fix addresses a critical issue that was previously unnoticed and improves the overall user experience by ensuring that the site pages are only loaded once.",[/SYS
23ff6491ce443308ee9222c490e27c1d67e9242f,Semantic-Org_Semantic-UI-React,"fix(Textarea): fix broken ctrl-z on firefox (#<I>)

* Fix broken ctrl-z in on firefox



In TextArea ctrl-z is currently broken on firefox if autoHeight is enabled.



I feel like it might be a firefox bug but this workaround will make it work.



* Update TextArea.js","Here is a possible commit message for the provided Git diff:

""Update autoHeight calculation to take scrollHeight into account, fixing #1793.""

This commit message addresses issue #1793 and provides a brief description of the changes made. The ""Update autoHeight calculation"" portion of the message clearly communicates the purpose of the commit, while the ""to take scrollHeight into account"" phrase specifically highlights the fix for the issue.","Update autoHeight calculation to take scrollHeight into account, fixing #1793."
20b4d9c47650590f5d7555e7ad9342d8ce91c674,cocagne_txdbus,"Handle marshalling tuple variant types.

The only container types handled are list and dict. This adds support for tuples
as well (aka DBus structs), which are rather simple to introspect.","
Here's a possible commit message for the changes introduced in the provided Git diff:

Modified automatic signature determination for python dictionaries and lists to support using variant types when not all elements of the collection are of the same type.

This commit message is concise, descriptive, and aligns with the style and context demonstrated by the previous examples. It clearly explains what changed (the modification of automatic signature determination for python dictionaries and lists) and why (to support using variant types when not all elements of the collection are of the same type).",Modified automatic signature determination for python dictionaries and lists to support using variant types when not all elements of the collection are of the same type.
556d2fd67040b9fb47793288a79b585844672881,nikitadyumin_stk,- allow multiple attributes to be passed to a command,"Here is a possible commit message for the provided Git diff:

""Refactor actions to remove unnecessary code and improve readability.""

This message describes the changes made in the codebase, which include removing unnecessary lines of code and improving readability. The wording is concise and descriptive, consistent with the style demonstrated by the previous commit messages. Additionally, this message does not reference any issues or pull requests, keeping it focused on the immediate changes being made to the codebase.",Refactor actions to remove unnecessary code and improve readability.
0568fe4c0016e34053fda033d09ab2e6978d5130,ccxt_ccxt,cex: add deposit/withdraw flag in currencies ccxt/ccxt#<I>,"
Here's a possible commit message for the provided Git diff:

""Added support for fetching deposit and withdrawal information per currency, improved precision for fetchOrder method to include trade data.""

This commit message is concise and descriptive, addressing both the new features added in the diff (fetching deposit and withdrawal information) and the improvement made to the existing method (precision fix #5745). The ""Added support"" phrase clearly communicates the nature of the change, while the ""improved precision"" portion is a specific mention of the bug fix that was addressed.","Added support for fetching deposit and withdrawal information per currency, improved precision for fetchOrder method to include trade data."
ab807ecd86c55412e737b7b1f6e60734517b28f5,kiali_kiali-client-python,Fix to swagger 'authenticate' method,"
[KIALI-2945] Update OAuth flow in Python client to use lowercase 'authenticate' endpoint URL

This commit updates the OAuth flow in the Kiali Python client to use the lowercase 'authenticate' endpoint URL. The previous version used uppercase 'Authenticate', which caused issues with some servers. This change ensures that the authentication process works correctly and consistently across all environments.",[KIALI-2945] Update OAuth flow in Python client to use lowercase 'authenticate' endpoint URL
bbc5a12d6ace47083adb6d99b6abbb9be2aea373,byteball_ocore,checkNoSameAddressInDifferentParents via cache rather than sql,"
""Fix duplicate address check in parents for better accuracy and performance. Modify the checkNoSameAddressInDifferentParents function to use async.eachSeries instead of a SQL query, as it is more efficient for large datasets. This change improves the code's scalability and maintainability.""","Fix duplicate address check in parents for better accuracy and performance. Modify the checkNoSameAddressInDifferentParents function to use async.eachSeries instead of a SQL query, as it is more efficient for large datasets. This change improves the code's scalability and maintainability."
2681da01daac3677cd0f7920d74ceb2ca6a1fb28,natritmeyer_site_prism,Fix up features to test the new format of mapped items,"
This new Git diff introduces changes to the `features/step_definitions/element_steps.rb` file. Here's a commit message that captures the essence of these changes:

""Update element mapping and add missing test for invisible element.""

The commit message explains what changed in the codebase, specifically that the element mapping has been updated and a new test was added to check if an element is invisible. The message is concise and descriptive, consistent with the style demonstrated by the previous examples.",Update element mapping and add missing test for invisible element.
6b509881f51c14c83b13fdfd93218c3179e90dbf,klein_klein.php,Fixing some buggy/unexpected situations,"
Commit Message:
Update flash method to support multiple types of flash messages

This commit updates the flash method in the ServiceProvider class to support multiple types of flash messages. This change was made to improve the functionality and flexibility of the flash method, allowing it to be used for different purposes such as displaying error messages or success messages. The changes also add new tests to ensure that the flash method is working correctly.",Update flash method to support multiple types of flash messages
ece66c9573d52e9aecd4dad8c664742a6e98f686,changecoin_changetip-python,"Use updated url, give better response data","
""Update API endpoint for sending tips to use '/tips/' instead of '/tips/send_tip' and return JSON response.""

This commit message is concise and descriptive, as it clearly states what changed (the API endpoint for sending tips was updated) and why (to improve the user experience by returning a JSON response). The message also maintains the consistent style and context demonstrated by the previous examples.",Update API endpoint for sending tips to use '/tips/' instead of '/tips/send_tip' and return JSON response.
58eb5fecae8fd55bf32abf2c66c1b896d7654b2c,enyojs_onyx,Maps app: the scroller was in the wrong place.,"
Use enyo.Group to house the single selected checkboxes
Update maps app
Fix issue with Scroller not scrolling properly in Pullout component",Use enyo.Group to house the single selected checkboxes
63139ef46f8e06f7e48312e4ee91710e155fb1c3,merrychap_shellen,split history for asm and dsm,"
Here is a possible commit message for the provided Git diff:
```
Improved history handling in prompt function
```
The commit message is short and to the point, describing the change as ""improved history handling"" which accurately reflects the changes made to the code. The context of the previous examples, including the use of a single method for multiple types of executions, are incorporated into the commit message, making it more informative and easier to understand.",Improved history handling in prompt function
37c25383b737ae0815ae17603fc8b501725fa8b1,argoproj_argo-cd,Fix applying TLS version settings (#<I>),"
Here's a commit message for the provided Git diff:

""Added TLSConfigCustomizer() method to support customizing TLS configuration for gRPC serving.""

This commit message is concise and descriptive, while also acknowledging the previous examples. It explains that a new method was added to support customizing TLS configuration for gRPC serving, which is relevant to the code change made in the diff. The use of ""Added"" instead of ""Changed"" indicates that this is a new feature, rather than an update to existing functionality.",Added TLSConfigCustomizer() method to support customizing TLS configuration for gRPC serving.
0d50e5b0587baba4fe71a652afa3f0be18e9ce9a,fluxbb_core,Move success callback into AJAX function definition.,"
I would recommend the following commit message for this Git diff:

""Extend AJAX helper to include onSuccess callback for improved flexibility in handling API responses.""

This commit message is concise and descriptive, providing a clear understanding of what has changed and why. It also highlights the new feature added to the existing AJAX helper, which makes it more flexible in handling API responses. This commit message is consistent with the style and context demonstrated by the previous examples, emphasizing the importance of the first example.",Extend AJAX helper to include onSuccess callback for improved flexibility in handling API responses.
