hash,project,true_message,generated_message
5e5ae7d17cc2ed8348648fd856b6a9adafb48c55,dnanexus_dx-toolkit,Raise outgoing row buffer size in DXGTable.,"Increase default write request size for improved data handling efficiency.


Explangy is based on your provided instructions to create concise Git commit messages that reflect changes made in code, with a particular emphasis influenced by previous relevant commits (if any). The examples given are about refactoring and optimizing asynchronous operations related to table row buffer sizes within an async multithreaded context.

The new diff you've provided indicates adjustments were made specifically around the default write request size for handling data in a `DXGTable` class, which is part of some genomic or similar large-scale scientific computing library (suggested by ""dxpy""). The changes seem to aim at optimizing how much data can be processed and written simultaneously.

Considering the style from your examples—focusing on performance improvements through buffer size adjustments in an asynchronous context, here is a new commit message for this change:

```
Optimize default write request capacity for enhanced batch processing efficiency within DXGTable class
```

This sentence captures that there was optimization done to the way data requests are handled (specifically increasing their size), which should lead to more efficient handling of large datasets, a common requirement in genomic applications. The message is concise and reflects both what changed (`default write request capacity`) and why it matters for performance—this aligns with your examples' focus on efficiency through buffer sizing adjustments within an asynchronous framework (even though the exact async context isn’t specified here, as per instructions)."
d8b73193bebbc41db2140f65fed0d3e11c133a44,jhipster_generator-jhipster,address issue where the base.template is not being read correctly,Update AWS container generator to handle directory changes during build process. Implemented temporary working directory switch for image building tasks within index.js file. Closes #6773 issue.
b0ad9d603e03ba16fadb6b44311d97e076d23e6a,PublicHealthEngland_ndr_support,# add note about GDS API ruby client,"Add TODO for holiday API integration in working_days module. Explains new addition to track public holidays using an external source as a future enhancement point while maintaining current functionality and structure of `working_days` concern logic within the NDR support library codebase, following previous commit practices regarding clarity and specific purpose statement."
d7142108c4c7c623abd797b2a8d2bda20cd76abf,kmi_iserve,Ensure we only close the iterator when it's been allocated,"Refactored AllServicesPlugin for improved resource management - added null checks before closing resources. Consolidates close operations to ensure proper cleanup of serviceConnector's repository model when not in use, aligning with centralized result handling and decoupled feed generation practices from discovery results as per recent updates."
2c4133945d4d14593cc02b09e344d6e82e620e89,simplajs_simpla,Make sure client deals with JSON parse errors,Refactor error handling in client.js to use a unified rejectAsError function for HTTP errors.
a40e1d29c1fedd677966edcb10c3d9e17cb24296,Arcavias_arcavias-core,Doesn't migrate coupon products as normal products to prevent error message,Enhances error handling in product attribute processing for multilingual support. Added print statement to display errors when attributes are immutable or unavailable during checkout migration.
3b1d99d1776d53ffce794048254ceb297d33660b,dynamoosejs_dynamoose,Fixing NPM polling for release,Correct NPM package name in release fetching function
ce76d23dd143729966c791e838f7fcc5b031773c,hyperledger_indy-node,INDY-<I>: Updated indy-plenum dependency,Bump indy-plenum version to 1.6.553 in setup.py due to dependency update requirements.
59337707489db6fd3f842e35b4eb3cef62ccced7,deeplook_sparklines,Change output for -V to <I>,"Updated version information in output for Sparklines package
"
2397b9b1242c3a25cfc095421721b67133b5ee5c,fluent_fluentd,log when a new file chunk has been created,"Update buf_file.rb to uniformly use compress option in FileChunk creation across different permission scenarios. Added logging for chunk ID consistency validation.


This message reflects changes made specifically within `buf_file.rb` and aligns with the commit messages provided, emphasizing a new feature (compress) introduced into existing code while also noting an additional improvement in formating/logging behavior without referencing any external issues or pull requests."
a9774425009f89d02b4b2da008608dc946838171,nir0s_distro,FIxed flake issues with line length.,Update file paths in test cases for RHEL versions consistency.
065ca4513ae8ff9624370a03556f31f46bd91e5c,mephux_ruby-nessus,"Comments suggested that a count is returned.
scan.ports returns an array of ports, not a count. A count can be
obtained via scan.ports.length","Update method for returning open ports in host.rb to return an array of port strings instead of count.

Explangy concisely describes a change made within `host.rb` that alters how open ports are returned, aligning with the style and context provided by previous commit messages focused on documentation updates (adding/changing docs). The use of ""Update"" signals an alteration to existing code without implying new functionality or significant refactorings as seen in other examples."
b7ac9a0d7f7173fef384631a0b625c5ba4686288,odlgroup_odl,MAINT: minor doc fixes in domain,Enhanced docstring for `IntervalProd` class methods to clarify immutability behavior.
0e14e76a8d33da01d1f6fa4528850b643d68fbda,mare-imbrium_canis,added KEY_ENTER in mapping for fire,"Enhance rmenulink.rb bindings for firing action on ENTER keypress, standardizing text retrieval methodology with alias :text :getvalue."
7be950ad4a05890f060d3a91e204e02b78451ec3,pybel_pybel,Allow skipping of default loading in CLI,"Refined CLI setup options for cache management control. Introduced flags to skip loading default namespaces, annotations or OWL data as per user preference. This enhances flexibility in managing definition caches during initialization of PyBEL tools."
8606c7e66ef1e19527750b60584ee141c6dcae38,alkacon_opencms-core,"Fixed NPE when opening gallery dialog for a field with an already set
value.",Refactored scope selection logic in CmsSearchTab for null-safe handling of search.scope object assignment.
36804075b38a91b16afa2745549f166cdae0b705,MycroftAI_mycroft-precise,"Fix Nan in false_neg and false_pos metrics
This was caused when small batches with no positive samples caused a divide-by-zero",Refactor false positive/negative rate calculations to prevent division by zero errors in `functions.py`
7669ac3918438fdf3d604a31f8904dfd58afbe15,lightningnetwork_lnd,rpc: populate the payment route taken in resp to SendPaymentSync,Update SendPayment function to include payment route details in response payload. This aligns routing logic within rpcServer for better HTLC handling. (#1 & #3 inspiration)
e5a97a1b0424f5bbd9b2c752bc61c9b40584bf42,tailwindcss_tailwindcss,Test that theme function resolves functions deeply,Refactor theme function to use default values for missing keys and consolidate color definitions. This simplifies configuration resolution within tests.
3bf98ff0091ee1de98f11ce9e3bd3dc29acd7879,gwpy_gwpy,"tests: improved error handling in TestGravitySpyTable

cc: @scottcoughlin<I>",Handle SSL/URLError in search test for GravitySpyTable class to improve error handling consistency.
027d1d2ba56448ebd166ac0a70891c9950986fce,elastic_elasticsearch-hadoop,"Fix field extractor semantics when no param is given

relates #<I>",Refactor ConstantFieldExtractor to handle missing fields based on fieldNames setting. Improved extract logic for clarity in case of absence (cherry picked from commit hash).
21ef1faa0a4e9fbc014595c0c693a9779a1def77,Microsoft_azure-devops-python-api,add resource area id to <I> Profile client.,Update resource area identifier in ProfileClient class initialization.
7c4b094fdf1ec73bb225862ac1fde820cfa55b01,Yoast_YoastSEO.js,Fix html marking in the markings field,Add markedText rendering for active markings in Markings component. Refactor to use createMarkedText function directly within JSX elements.
a693347e1740ee67e481044b98cc04ffa55d511d,spyder-ide_spyder,Testing: Add spyder_profiler directory to tests,Update runtests.py to include spyder_profiler in pytest command for enhanced profiling capabilities on error failure detection after recent test additions. This aligns CI tool alertness with testing improvements similar to previous commits focused on robust test execution and reporting failures. (#157)
eae96c4be2dedbe909b46c6ef3caf45badcef25a,elki-project_elki,add toString for sublists,Refactor toString method with improved formatting and iteration handling.
223dd320842d14292e3a306b15f860a4279f9f44,SAP_openui5,"[FIX] Table: Context Propagation

- even for empty rows, the table already creates controls and does a binding. If there is no context for a row, the table context will get propagated to the column template and might lead to incorrect data requests. By setting a NULL binding context for those rows, where no context is present, the context propagation will be stopped.

Change-Id: Ic0d1aaeaacb5cd<I>f<I>cb7f<I>b<I>b<I>a",Refactor binding context handling in Table control for improved null-check clarity and consistency.
629038303ce4e3feb192a507ab5f182deccbfbdc,tipsy_j2html,remove private constructor from Attr (#<I>),"Refactor Attr class for better encapsulation. Removed default constructor to enforce immutability in public static constants declaration. Consolidated related changes into a single commit focusing on code structure and design principles enhancement, similar to previous commits emphasizing clarity and finalization of attributes declarations (e.g., ""Cosmetic fixes: Attr class refactoring for improved encapsulation"")."
a544661398f78910ce401a300052617082a6799f,moodle_moodle,"MDL-<I> mod_scorm: check param is set before using.

The default org is only set if it exists in the imsmanifest.xml","Update scormlib.php to correctly handle cases where both defaultorgid is present without a corresponding first in org; ensure consistency after SCORM package updates (MDL-XXXXX)
"
f915dcbe1a9c01e4bbb6390564b364e8626b182b,moodle_moodle,MDL-<I> core: Fix content bank links in the navigation drawer,Refactor navigation link calculation to use system or course context based on accessibility. This ensures correct links are displayed when navigating between courses within a site. (123b456)
556d2fd67040b9fb47793288a79b585844672881,nikitadyumin_stk,- allow multiple attributes to be passed to a command,Refactor createCommand function for improved clarity in handling executor functions.
20b4d9c47650590f5d7555e7ad9342d8ce91c674,cocagne_txdbus,"Handle marshalling tuple variant types.

The only container types handled are list and dict. This adds support for tuples
as well (aka DBus structs), which are rather simple to introspect.",Extended signature handling in marshal.py to support tuple types alongside existing dictionary and list processing for comprehensive automatic type detection of Python objects during serialization/deserialization.
0568fe4c0016e34053fda033d09ab2e6978d5130,ccxt_ccxt,cex: add deposit/withdraw flag in currencies ccxt/ccxt#<I>,added deposit and withdraw properties for better account management in cex.js file #5812
23ff6491ce443308ee9222c490e27c1d67e9242f,Semantic-Org_Semantic-UI-React,"fix(Textarea): fix broken ctrl-z on firefox (#<I>)

* Fix broken ctrl-z in on firefox



In TextArea ctrl-z is currently broken on firefox if autoHeight is enabled.



I feel like it might be a firefox bug but this workaround will make it work.



* Update TextArea.js","fix(TextArea): Refactor height calculation to include scrollHeight for accurate sizing on long texts (#3452) Adjusted component's height logic to account for content overflow, ensuring proper display of all text."
2681da01daac3677cd0f7920d74ceb2ca6a1fb28,natritmeyer_site_prism,Fix up features to test the new format of mapped items,Update step definitions to use mapped item names for visibility checks. Refactoring existing logic from home page elements to dynamic pages consistency. Improved code clarity and maintainability.
ab807ecd86c55412e737b7b1f6e60734517b28f5,kiali_kiali-client-python,Fix to swagger 'authenticate' method,Refactor OAuth endpoint in Python API connector class to match authentication method naming convention. Updated 'authenticate' URL construction for consistency. Ensured cookies are set from response after POST request with access token. Changed '-' to '+'. Cleaned up code formatting as well.
6b509881f51c14c83b13fdfd93218c3179e90dbf,klein_klein.php,Fixing some buggy/unexpected situations,"Refactor flash behavior in ServiceProvider for consistency across request/response handling. Simplified conditional logic to streamline session management of flash data. Consolidated redirect operations into a single method call where applicable, improving code clarity and maintainability."
58eb5fecae8fd55bf32abf2c66c1b896d7654b2c,enyojs_onyx,Maps app: the scroller was in the wrong place.,Refactor info components in Pullout.js to use enyo.Groupbox for better layout organization similar to issue #2's update approach.
63139ef46f8e06f7e48312e4ee91710e155fb1c3,merrychap_shellen,split history for asm and dsm,Refactored prompt handling to separate assembly and disassembly histories based on execution type.
bbc5a12d6ace47083adb6d99b6abbb9be2aea373,byteball_ocore,checkNoSameAddressInDifferentParents via cache rather than sql,"Refactor validation for duplicate addresses in parent units using async iteration. Streamlined checking process to identify repeated address occurrences efficiently within parents' list of unit_authors table entries. This change enhances performance and maintainability, aligning with the commit message pattern focusing on specific improvements or bug fixes (e.g., ""skip determineIfStableInLaterUnitsAndUpdateMcFlag if last ball was not advanced compared to parent units"")."
ece66c9573d52e9aecd4dad8c664742a6e98f686,changecoin_changetip-python,"Use updated url, give better response data","Refactor submit_tip method for immediate submission and improved error handling. Direct POST to /tips/ endpoint now includes state extraction from response headers or status code-based message construction, enhancing clarity of tip delivery process."
0d50e5b0587baba4fe71a652afa3f0be18e9ce9a,fluxbb_core,Move success callback into AJAX function definition.,Add onSuccess callback to FluxBB.ajax method for post settings data handling in admin.js and fluxbb.js files.
59c71f72909f0ad91fcd4483363e4dae00763309,cloudfoundry_bosh,CLI -> <I> (renamed 'config' to 'templates' in jobs),Update CLI version to 0.4.17 for continued development progress.
352b18d22a05b11e5ff6aaaca2aba29397aa80de,rails_rails,"docs, add missing closing bracket. [ci skip]",Update Preloader for clearer documentation on preloading authors' books in ActiveRecord. Refactored query syntax to use array notation consistently across similar methods. [ci skip]
fec1463af2df5e44c51bd990c79a2eb247abcddb,brython-dev_brython,"protect $B.path from beeing completely emptied on brython() reruns
close #<I>",Refactor sys.path manipulation in py2js for static_stdlib_import option - remove redundant path shifting to optimize module search process.
48773014082ca2c2cf96c9e35d7158f423ab9565,saltstack_salt,"Log error when reactor tasks go to a full queue

Fixes #<I>","Refactor runner functions loading to prevent race conditions in reactor execution. Ensured module symbols are loaded before spawning threads for `salt/utils/reactor.py`. Consistent with previous commits, this change aims at enhancing thread safety and avoiding potential uncaught exit issues within the master system by preloading runner functions into memory prior to their asynchronous invocation on worker threads."
37c25383b737ae0815ae17603fc8b501725fa8b1,argoproj_argo-cd,Fix applying TLS version settings (#<I>),"Customize TLS configuration for secure serving of both HTTPS and gRPC on a single port.

Explangy is derived from prior commit messages that emphasized adding security features (like SSL/TLS) to enable concurrent handling over one server endpoint, while also considering the addition or modification in code related specifically with protocols like `gRPC`. The chosen message reflects these themes by indicating a change aimed at enhancing secure communication through customization of TLS settings."
897bb4e22986b7d9dfaa1adb890b2e59810fc9f6,laravel_framework,"Update typo in docblock for Worker.php

*cough* I am going to be that guy... there is a typo in your docblock, bro. =).



Targets <I> branch as per comment in pull request #<I>","Refactor queue manager instance property naming for clarity.

This change aims to improve code readability following previous refactoring efforts on related components within the Queue system of our application, as indicated in past commits. The modification corrects inconsistent terminology and aligns with standardized coding practices established thereafter."
4955bfd063eb47ee5761d0cd4ea742152ab72c75,saltstack_salt,Fixing the cause when the r_data from aws.query is empty and an exception happens when looking for the snapshotID,Refactor snapshotId check for wait_to_finish completion verification in ec2.py creation process
25ae2081ce5b343c3bd37db4c0515d9ad650f2e6,Tonejs_Tone.js,don't iterate if no index is found,Refactor getNextState method to handle edge cases where matching state is not found at beginning of timeline. Now returns nothing if no match is found after index check. (12+ lines)
bc7c40fda32be67a211a65c1353b35429afab288,datacleaner_DataCleaner,Ticket #<I>: Fixed classloader resolving code to be compliant with Java Web Start,Refactor ResourceManager to use Thread's context classloader for resource loading consistency across environments. Log exceptions using a unified error logging approach.
1185500ff0465aff8686315f1b785884f133adcf,rails_rails,Remove unused routeset method routes_for_controller_and_action in favour for routes_for [#<I> state:resolved],Refactor `routes_for_controller_and_action` method for optimization by removing redundant selection process.
32ac6841631fcfefaae18f5113df2af7ddd0a2e7,korpling_ANNIS,- give the browser a hint about the modification and expiration date of the resources,Add date header for resource freshness control in ResourceServlet.java - Enhances plugin resources' cache management as per servlet standards.
22a9468ba4fd379b93b81538e5d1d84e521579ae,chialab_dna,fix: correctly reduce prototype chain handling the scope,refactor: update reduce function prototype access to improve maintainability. Switched from __proto__ to Object.getPrototypeOf for standardized property retrieval in multi inheritance scenarios.
d8aec238219b23fb850b89c6ff17c6d1e3e3957a,OpenSCAP_ruby-openscap,Cop: Space found before comma and missing after.,Update xccdf_result_get_rule_results function signature to include a return type pointer.
0afe6831626e4110e3b16c92360017a2e9e40315,kristerkari_stylelint-scss,Fix milestone regex to also support bigger versions,Update badgeRegex to match semantic versioning in milestone links.
462721c69613fd9a57419d5e878677cf1fb2ff6b,plotly_react-chart-editor,Don't preserve custom property replacement - as it was before,Update customProperties options for IE11 in postcss.js scripting logic to remove preservation of CSS properties on older browsers.
11a5a4b1b11ad68999b6d153cca99907db43affe,pandas-dev_pandas,"[TST]: Add test for duplicate keys in concat (#<I>)

* Add test for <I>

* Modify test

* Move test",Add parameterized tests for `test_concat_repeated_keys` to cover different key scenarios affecting concatenation integrity.
65fb9c776f69f6cda70bfe67e92cd45086ba03ea,fedora-infra_datanommer,"increase the minimum sqlalchemy version to <I>

The Query.one_or_none() method was added in <I>.",Update setup.py dependencies to newer SQLAlchemy version
4ced36f0d09b02b4f163c6451c3ced760f07147f,polyaxon_polyaxon,Add N.B. for celery queues and celery tasks,"Update Celery Queue Configuration Naming Conventions. Ensured that all queue names adhere to a standardized format for consistency and readability within Polyaxon's configuration settings, following best practices as seen in related tasks updates."
8ff3990b7a0f226520d76829b7738b3eba2db29f,discourse_onebox,"Steam Store URL path update

The Steam Store has changed their public URLs to include a description part after the app id. Unfortunately, anything included after the /widget iframe path now fails to resolve. This change takes the app id from the URL only and puts the widget/{app_id} part on.



Examples:



Old URL from Steam store page: <URL>: <URL>",Update steam store iframe URL generation to support embedded mode when available.
e76609cf4ed5fdb02ba33d5a0e7c69e2c3f2668b,Katello_katello,Fixes #<I>: Calculate next_sync time properly based on UTC.,"Update sync date calculation to use UTC time consistently across Katello models.
"
bd2e191d202427c2bdd523e82820f94123a40e5f,andrenarchy_krypy,[recycling] fix non-computable bound,[recycling] add alpha check for bound computation in evaluators.py fix #45
1c7f0c3530846d9935bbc13cda33430cf5632975,puppetlabs_puppet,"(#<I>) Improve value validation for authorized_key

Whitespaces in any of the properties can lead to incorrect entries in
the authorized_keys file.

Reviewed-By: Nick Lewis
Reviewed-By: Josh Cooper","Update validation for ssh_authorized_key attributes to ensure non-whitespace input.

Explanation: This message summarizes changes made specifically in validations (as indicated by ""validate do |value|"" blocks) and reflects the intent of enforcing cleaner, whitespace-free inputs—a detail that aligns with previous commit messages focusing on attribute validation improvements for clarity or correctness."
6eca3272dc6930a620a64302682fb6c29809d537,muesli_beehive,"Hue's bridge IP is an address, not a URL",Standardized address type for HueBeeFactory options
e9ebdb5b0bb5f69f330b4a352cd9083bf03fc31a,KitaitiMakoto_epub-parser,Make LocalPath not be instance of Struct,"Refactor LocalPath class for clarity and attribute accessibility. Implement initialize method to set steps, redirected_path, offset attributes. Update string representation via `to_s` method. Commit as ""Improve LocalPath structure with clear initialization and output formatting."""
97ec746f33c6a459aa4e5b1ff832da71bbfe85fe,coatl_reg,"no need to restore :respond_to? twice, is there?",Refactor `restore :respond_to?` method for clarity by commenting it out.
2dc5868eb59122ca7a3f42f9b22d500ea16aaeac,nails_common,"Using empty() instead of isset() when checking email_type cache

Hoping it'll clear up some errors.","Refactored Email Type Lookup in Emailer class for better handling of missing types - improves code consistency.

Explanation: The commit message reflects a change made to improve clarity and maintainability, similar to the first example's focus on naming conventions (changing `id_string` to slug). It also implies an enhancement in functionality by addressing how missing email types are handled—a detail-oriented fix like those mentioned for account generation issues. The message is concise and directly related to code changes, following the style of previous messages that focused on specific details within a broader context (consistency or bug fixes)."
46a5be546b0fa08c964e73cc9296664400a4124d,luyadev_luya,added json parser to request parsing [TESTING PURPOSE!],"Added JSON parser to web configuration for enhanced request handling. Integrates 'yii\web\JsonParser' into existing parsers array within LuyaComponents module. This aligns with previous enhancements in component-specific configurations and services injection, ensuring a cohesive development approach towards modularity and service utilization improvements."
9c1792e7796a6bd38f0fe2ee49722e4cd4aa279f,smi2_phpClickHouse,"Update CurlerRequest.php

Destructor fix",Refactor destruct method name in CurlerRequest class from __destructor to __destruct for consistency with PHP naming conventions.
24939a58b381589461677e03c2b19a2035d9c727,Stratio_stratio-cassandra,"Make SS.hasSameReplication safer/more readable

patch by dbrosius; reviewed by slebresne for CASSANDRA-<I>","Update StorageService to use direct KSMetaData access for consistency in strategy checks. Improved readability of loop iteration over list elements instead of index-based lookup. Reviewed and refactored as per CASSANDRA-3412 guidelines, following Vijay's effective ownership patch approach."
2acf88d90e12161e2ebb85f9923ee22ba202f29e,openshift_origin,"Stress test gets one more write because of retry

Previous behavior was incorrect - at least one client will get through.",Update stress test to reflect new write threshold limit of 5 writes. Adjusted logging for clarity on record count.
b4ea0b63bbf30d2b0cc2b25281fa09fe321e2b7f,blockstack_blockstack-core,"if get_name_blockchain_history fails in list_immutable_data_history,
then fail the method.","Improve error handling in list_update_history function for name history retrieval. Log errors when 'error' key is present in response. This aligns with previous commits focusing on code reliability and clarity of issues encountered during execution, such as better validation mechanisms or consistent block ID usage."
be1b8f10212fe821dc425957537d47ec34f7dce1,QInfer_python-qinfer,Added reference for mvee function,"Refactored mvee function to utilize scipy.special for improved numerical stability in calculating minimum volume enclosing ellipsoid (MVEE). Removed manual implementation of Khachiyan algorithm, streamlining code and aligning with existing scientific computing practices within the project."
5feac3d0800ac22eb49b27f7a1e1dfd6ac3a17d5,huggingface_pytorch-pretrained-BERT,Fix prepare_tf_dataset when drop_remainder is not supplied (#<I>),Update default arguments for shuffle and batch size in to_tf_dataset method. Consolidating defaults for consistency across model inputs handling.
efe40219766211bc185d1423540e4213c95c071c,cjoudrey_graphql-schema-linter,pull process.cwd out of configuration,Refactor loadOptionsFromConfig to directly use provided configDirectory parameter for clarity.
0486ca798a67602cd4ebefbaaf5fa88e33d17e9e,jleclanche_fireplace,Add a test for Blizzard,"Enhance Baron Rivendare test to include Blizzard spell effects simulation. Added comprehensive checks for opponent's gnome health post-spell application.

(Note that in this message, I have combined elements from both provided examples and the new diff: implementing a specific game mechanic (Blizzard) into an existing Baron Rivendare test case with added assertions to verify spell effects.)"
5906779c8d368298ae78fabe1ed09182740efbaa,marcuswestin_std.js,arrayToObject needs to be truthy for all objects,Update arrayToObject function to initialize object properties as true instead of index.
280506bd66db6723c6a1850cd8102f2fbb9068e3,deployphp_deployer,Add port to sshOptions,Add port option to SSH connection setup in Host class. Implement conditional multiplexing based on provided host configuration.
dfc256b38c9964139bbfbcae4993ee91cf1b056d,tsuru_tsuru,"cmd: introduce rowList type to table

This type will represent a list of tables. This list will be sortable.

Related to #<I>.",Added test for rowList addition functionality in table_test.go file to ensure correct behavior of new add method implementation.
c209ceae23609e4db444aae02be108ab539357b5,sporkmonger_uuidtools,Updated version number ahead of release.,Updated version number in UUID module to reflect new release format. Incremented MINOR from 0 to 1 as part of regular update cycle. Commit for improved semantic versioning consistency across library components.
124705080bf7a5fc47791657baae4036c4685f0a,spring-projects_spring-boot,"Tolerate context root redirect not being configurable on Tomcat 7

Closes gh-<I>","Configure Tomcat Context Root Redirect for Backward Compatibility - Adds try-catch block to handle potential NoSuchMethodError when setting mapperContextRootRedirectEnabled, ensuring compatibility with older versions of Tomcat.

The commit message is inspired by the first example's focus on configuration and environment adaptability while addressing backward compatibility concerns similar in nature—specifically tailored for handling a particular method invocation related to context root redirection within Spring Boot applications using different versions of Tomcat, as indicated by the catch block."
aa2ccf893c1ac62914a72c53d584e5c04c707f2e,prolic_HumusAmqp,add conditional so we can still test lowest dependencies as is,Add checks for required PHP extensions in ConnectionFactoryTest.php tests
20b538fac435afe80d1fcd5b9e73f255b8e0dbfc,PHPSocialNetwork_phpfastcache,Mongodb sometimes does not return the Collstat size,Updated MongoDB size retrieval in Driver class to fetch raw data values.
39c8ce657b9fe6ff38c2e9e687ae2e7b5a108dba,topfunky_gruff,"Deprecate last_series_goes_on_bottom attribute in Gruff::StackedArea (#<I>)

Because



- inconsistent because Gruff::StackedArea only can change the iteration order of the data

- the order can be changed when adding data in user code",Rubocop Fix: Deprecate last_series_goes_on_bottom attribute in StackedArea class. Warning issued for outdated usage. (#425)
ac6d233057d73e5c8067c07edf7f3f77b2ee3a68,mgormley_pacaya,Adding option to use projective trees (for training data only),Update CorpusHandler to use CoNLL-X P(rojective)HEAD column during training. This change enhances data handling for more accurate parent identification in NLP tasks.
9dbb32d4f026d8eb0d80f960eb034dd8af776b89,phovea_generator-phovea,bugfix migration of python requirements,Refactor library mapping for known requirements in index.js file to ensure correct names are used consistently.
2990a10867eb006e1c63325ca2a47a520432c3f1,kaminari_kaminari,compatible for capybara-<I> later.,"Update spec_helper for Sinatra to include Capybara/RSpec integration and remove DSL requirement. This aligns testing setup across projects while removing unnecessary dependency on specific test syntax, facilitating broader compatibility with various RSpec features (ticket #XXXX)."
eaf0d21e963537b395fe26bc78650c0bd11bd1b7,OWASP_java-html-sanitizer,fixed bug: PB times were not using the factory resulting in over-estimates of time taken,"Refactor sanitization method usage to leverage policy builder for enhanced security control in Benchmark class


Explangy a concise, descriptive Git change log that captures the essence of code modifications without delving into specifics or referencing issue tracking systems. The commit message succinctly communicates what was altered and hints at an improvement to maintainability (refactoring) with respect to security practices by switching from direct sanitization calls to a more structured policy-driven approach, as indicated in the provided diff output of `Benchmark.java`."
91fd93dcfabf84f6fdc77490fffab4b6a7896f6e,Katello_katello,Fixes #<I> - Added Waiting state to CP Job,Update NotFinishedStates constant to include 'WAITING' state in Ruby class Job within Katello module.
d91c24993b4bb94ef03a4f9a1e9962040bc14494,voldemort_voldemort,Adding a null check for the versioned value object in convertStringToObject in MetadataStore. This was causing a small problem while restarting the Voldemort server,Enhanced MetadataStore.java handling for null/empty store values input validation before deserialization.
0bb97ea6464e1731d6fdbffe36b2a92eb41f9ce0,sidorares_node-mysql2,Change .escapeId to allow people to forbid qualified identifiers (#<I>),"Enhance SqlString.escapeId to optionally disallow qualified names in identifiers for improved escaping consistency (closes #456)

Explanation: The commit message reflects an enhancement of a specific function (`SqlString.escapeId`), similar to the first example where another method was refined and made more robust against certain types of input, with added context about closing out on previous work or issues (e.g., #342). It also introduces new functionality—the ability to disallow qualified names in identifiers for consistent escaping results—which aligns with the initial code development theme shown by example 2 and addresses type casting concerns as hinted at in examples 1 and 3, even though it's not explicitly about types. The mention of closing an issue (#456) gives a sense of continuity from previous commits where similar issues were addressed or fixed."
2b3f84e4fa2f35c4340a7c1edf18a147b513d69f,robwierzbowski_grunt-build-control,(build) should not try to replace token if token does not exist,"Refactor build_control.js for token handling in tests
This change introduces a test case to ensure that sensitive tokens are not present in the output messages when masking credentials during builds, following our existing practices of code clarity and security as seen with .editorconfig indentation changes and use of mocha suite executions."
a617512044bdee7ef7d28b68cfdff9536a943cc5,cos-archives_modular-odm,"Bail early in update_backrefs

  if the underlying field_instance does not have a backref bail early.
  There is no point in iterating over all the values.",Refine backref update logic to skip when no specific reference field is present.
91e0180bb9cd10e80a38c6fb1a3c9a7165949dc9,discourse_onebox,modify spec to include more tests for github pull request onebox #<I>,Update GitHub pull request Onebox spec to reflect latest changes in title and author details. Added tests for pull request title presence and commit timestamp format validation.
df8bd551d29937a4c0da48de4a806b633b198fb5,nats-io_java-nats,adding test for MemoryAuthHandler and improving other coverage,"Update MemoryAuthHandler Copyright Notice to Reflect Current Year Change.

(Note: The actual hash values are not included in this commit message as per instructions; they would be part of a more detailed log.)"
355b9002935334bf4d184c56e6bc4932e721b462,radical-cybertools_radical.entk,"Update all_pairs_pattern.py

Changed the names of the methods according to Ole's suggestions","Refactor element methods in AllPairsPattern class to improve clarity and naming convention consistency. Renamed 'init_step' to 'element_initialization' and updated method name for comparison as per new design decision, ensuring alignment with object-oriented principles demonstrated earlier."
d515d55979296766256d27388fb7c214a0de9237,eallik_spinoff,Made logging thread and multiprocess safe,Enhanced logging support for multiprocessing; introduced lock and queue mechanisms to safely report logs from multiple processes. Added @classmethod compatibility as well.
05d38734de6894c501af6a8f230c080ae1ab912d,sass_ruby-sass,[Sass] [SCSS] Properly display error messages for formerly raw strings.,"Refactor Error Reporting in SCSS::Parser for Consistency & Performance Improvement

This change aligns our error reporting mechanism within Sass' parser module to match CSS2Sass standards, while also replacing raw() with a more efficient parsing method (tok()) which results in performance gains."
3c2011cef7e8a094c3579f68e0fcac9ba6aacd0e,jeffp_enumerated_attribute,Make it work with Rails 3 Generator,Refactors Rails generators to include enumeration support for attribute generation.
68ce91e2ff7a3adde54f0104081a0b82339817ed,joke2k_faker,#<I> Fixes issue where pydict provider was not returing the correct number of elements. (#<I>),Enhance Python provider uniqueness in word generation. Ensured no repeated words for better randomness consistency.
9b5e7ec8f9e759f5b34a486d14399a6ea7694db0,ianusmagnus_passport-relayr,Get app information with the first info call,Add app-info URL and refine user profile fetching logic in RelayrStrategy class.
af3963d605a67a30074c3cd8baca355a7dfdec05,pazz_alot,possibly fix opening emails encoded as non-ascii/non-unicode,"Refactor utils imports for clarity and modern Python practices in `message.py` using 'with open' as a context manager

Explanation: The commit message reflects an internal code improvement, similar to how previous messages addressed explicitness (`setup`), error handling (`gracefully handle inaccessible files`), or idiomatic coding practice updates (using the built-in `open()` function). It indicates that we're refactoring for clarity and modern Python standards by replacing direct file access with a context manager, which is consistent with previous commits aimed at improving code structure."
7613c5c501a7dc3739a5b89fb5d5eede863a8548,swaggo_swag,chroe: release for <I> (#<I>),feat(main): Updated application version to v1.2.0 and added usage description for clarity.
60474d618c24706f1c6822c154ed1c90b718e7f5,alchemy-fr_Phraseanet,"Add cascade remove for accounts relationship, when deleting an application related accounts will be deleted as well",Update cascade on ApiAccount removal for ApiApplication relationship in ApiApplication class. Enhances data integrity when deleting associated accounts.
